|HIP 21670 |04 39 06.1029|+07 52 15.555| 5.38|
|HIP 84862 |17 20 39.4736|+32 28 12.981| 5.38|
|HIP 66849 |13 42 01.1219|-58 47 13.379| 5.38|
|HIP 97650 |19 50 46.8030|-10 45 48.920| 5.38|
|HIP 1645  |00 20 35.8642|+08 11 24.893| 5.38|
|HIP 38722 |07 55 39.9042|+19 53 02.640| 5.38|
|HIP 45571 |09 17 17.4005|-68 41 22.461| 5.38|
|HIP 91013 |18 33 56.6987|+52 21 12.634| 5.38|
|HIP 35589 |07 20 38.8149|-52 05 09.331| 5.38|
|HIP 1960  |00 24 47.4886|+61 49 51.828| 5.38|
|HIP 100965|20 28 14.4545|+81 25 21.609| 5.38|
|HIP 70931 |14 30 20.9927|-49 31 08.136| 5.38|
|HIP 105665|21 24 09.5982|-20 51 05.617| 5.38|
|HIP 99031 |20 06 21.9294|+35 58 24.740| 5.38|
|HIP 62572 |12 49 13.8005|+83 24 46.289| 5.38|
|HIP 94712 |19 16 21.7440|-45 27 57.825| 5.38|
|HIP 46404 |09 27 46.9171|-06 04 15.703| 5.38|
|HIP 109521|22 11 09.7760|+50 49 23.842| 5.38|
|HIP 75178 |15 21 48.6091|+32 56 01.179| 5.38|
|HIP 3330  |00 42 28.2971|-65 28 05.268| 5.38|
|HIP 20264 |04 20 38.9972|-20 38 22.556| 5.38|
|HIP 92202 |18 47 28.9761|-05 42 18.255| 5.38|
|HIP 90642 |18 29 40.9625|-01 59 06.812| 5.38|
|HIP 91217 |18 36 27.8361|+09 07 22.140| 5.38|
|HIP 77227 |15 46 05.6498|-01 48 14.816| 5.39|
|HIP 79195 |16 09 50.5323|-03 28 00.231| 5.39|
|HIP 55650 |11 24 02.3367|+01 24 27.949| 5.39|
|HIP 78459 |16 01 02.7990|+33 18 19.397| 5.39|
|HIP 97534 |19 49 25.2929|-72 30 12.291| 5.39|
|HIP 56391 |11 33 37.2638|-40 35 12.132| 5.39|
|HIP 4890  |01 02 49.1917|-46 23 50.417| 5.39|
|HIP 19513 |04 10 49.8810|+26 28 51.742| 5.39|
|HIP 71618 |14 38 50.2817|+44 24 16.362| 5.39|
|HIP 114389|23 10 01.4711|+09 49 19.564| 5.39|
|HIP 71500 |14 37 20.1650|-46 08 00.287| 5.39|
|HIP 101483|20 33 56.9969|+13 01 37.925| 5.39|
|HIP 89851 |18 20 08.7684|-15 49 53.771| 5.39|
|HIP 13202 |02 49 54.1511|-27 56 31.328| 5.39|
|HIP 39538 |08 04 47.1862|+79 28 47.074| 5.39|
|HIP 29850 |06 17 06.6167|+09 56 33.130| 5.39|
|HIP 22044 |04 44 25.7696|+11 08 46.210| 5.39|
|HIP 96302 |19 34 50.9186|+29 27 46.480| 5.39|
|HIP 23221 |04 59 50.4409|-10 15 46.774| 5.39|
|HIP 18396 |03 55 58.1579|+47 52 17.292| 5.39|
|HIP 46735 |09 31 32.4496|+35 06 12.632| 5.39|
|HIP 93299 |19 00 13.6709|+50 32 00.452| 5.39|
|HIP 105966|21 27 40.0300|+27 36 30.757| 5.39|
|HIP 82764 |16 54 55.1352|+20 57 30.544| 5.39|
|HIP 84979 |17 22 05.8790|-70 07 23.444| 5.39|
|HIP 32677 |06 48 57.7383|-15 08 40.959| 5.39|
|HIP 32494 |06 46 52.6938|-51 15 55.618| 5.39|
|HIP 26536 |05 38 38.0996|+30 29 32.789| 5.40|
|HIP 12653 |02 42 33.1585|-50 48 02.976| 5.40|
|HIP 76013 |15 31 30.8206|-73 23 22.367| 5.40|
|HIP 93526 |19 02 54.4919|-03 41 56.413| 5.40|
|HIP 20376 |04 21 47.5831|+60 44 09.246| 5.40|
|HIP 80214 |16 22 29.2223|+33 42 12.085| 5.40|
|HIP 105143|21 17 57.2766|-17 59 06.491| 5.40|
|HIP 54849 |11 13 45.5801|-00 04 10.231| 5.40|
|HIP 35795 |07 23 00.7030|-31 55 25.645| 5.40|
|HIP 70602 |14 26 27.4083|+19 13 36.606| 5.40|
|HIP 43721 |08 54 14.7047|+30 34 45.038| 5.40|
|HIP 25499 |05 27 10.0888|+17 57 44.164| 5.40|
|HIP 17854 |03 49 13.7008|+70 52 16.329| 5.40|
|HIP 98962 |20 05 32.7251|+61 59 42.894| 5.40|
|HIP 4914  |01 03 02.6046|-04 50 10.862| 5.40|
|HIP 47080 |09 35 40.0274|+35 48 38.761| 5.40|
|HIP 80399 |16 24 39.7262|-29 42 16.069| 5.40|
|HIP 46471 |09 28 39.9947|+45 36 06.461| 5.40|
|HIP 31579 |06 36 32.8377|+38 26 43.988| 5.40|
|HIP 91989 |18 44 57.1499|-39 41 10.223| 5.40|
|HIP 93713 |19 04 55.1696|+53 23 47.771| 5.40|
|HIP 21036 |04 30 37.2986|+13 43 28.021| 5.40|
|HIP 46454 |09 28 27.3769|+09 03 24.376| 5.40|
|HIP 65728 |13 28 27.1781|+59 56 44.531| 5.40|
|HIP 93717 |19 04 57.6595|-04 01 52.878| 5.40|
|HIP 61621 |12 37 42.2266|-27 08 19.172| 5.41|
|HIP 36363 |07 29 05.7110|-38 48 43.578| 5.41|
|HIP 67288 |13 47 25.3546|-17 51 35.149| 5.41|
|HIP 37450 |07 41 15.8281|-38 32 00.859| 5.41|
|HIP 85537 |17 28 49.6927|+00 19 50.077| 5.41|
|HIP 102773|20 49 18.2751|-68 46 35.041| 5.41|
|HIP 69989 |14 19 16.2169|+13 00 15.758| 5.41|
|HIP 91235 |18 36 37.3499|+33 28 08.535| 5.41|
|HIP 3544  |00 45 17.2035|+55 13 17.071| 5.41|
|HIP 77060 |15 44 04.4204|-15 40 21.646| 5.41|
|HIP 80693 |16 28 33.9773|+00 39 54.602| 5.41|
|HIP 77859 |15 53 55.8721|-23 58 40.930| 5.41|
|HIP 102177|20 42 12.6268|+50 20 24.074| 5.41|
|HIP 83838 |17 08 02.0809|+35 56 06.774| 5.41|
|HIP 7450  |01 35 58.9572|-15 24 00.777| 5.41|
|HIP 96693 |19 39 26.4664|+42 49 05.562| 5.41|
|HIP 90023 |18 22 08.6932|+23 17 05.954| 5.41|
|HIP 930   |00 11 34.4170|-27 47 59.202| 5.41|
|HIP 89772 |18 19 09.5633|+07 15 35.143| 5.41|
|HIP 32912 |06 51 26.9791|-70 57 48.504| 5.41|
|HIP 104750|21 13 17.2672|-27 37 08.611| 5.41|
|HIP 35855 |07 23 31.9008|-32 12 07.483| 5.41|
|HIP 34301 |07 06 40.7687|-11 17 38.467| 5.41|
|HIP 97646 |19 50 44.7768|-59 11 37.094| 5.41|
|HIP 57512 |11 47 19.1690|-57 41 47.570| 5.42|
|HIP 32311 |06 44 45.4647|+28 58 15.561| 5.42|
|HIP 9589  |02 03 11.6057|+00 07 42.434| 5.42|
|HIP 70794 |14 28 41.7307|-06 54 01.490| 5.42|
|HIP 61309 |12 33 38.9046|+33 14 51.576| 5.42|
|HIP 761   |00 09 21.0207|-27 59 16.454| 5.42|
|HIP 20776 |04 27 02.8947|+80 49 27.157| 5.42|
|HIP 114273|23 08 40.8412|+02 07 39.425| 5.42|
|HIP 2240  |00 28 26.4175|-39 54 53.647| 5.42|
|HIP 5951  |01 16 36.3467|-02 30 00.766| 5.42|
|HIP 41817 |08 31 30.9440|-19 34 38.782| 5.42|
|HIP 101800|20 37 49.0961|+11 22 39.708| 5.42|
|HIP 105972|21 27 46.1574|+66 48 32.926| 5.42|
|HIP 36778 |07 33 51.0495|-36 20 18.246| 5.42|
|HIP 62223 |12 45 07.8288|+45 26 24.808| 5.42|
|HIP 11046 |02 22 12.4069|-00 53 05.065| 5.42|
|HIP 31299 |06 33 49.4913|-36 13 56.162| 5.42|
|HIP 8814  |01 53 17.3519|+40 43 47.279| 5.42|
|HIP 44818 |09 08 00.0714|+29 39 15.218| 5.42|
|HIP 6592  |01 24 40.7733|-41 29 32.852| 5.42|
|HIP 80390 |16 24 31.7654|-37 33 57.492| 5.42|
|HIP 50333 |10 16 40.7512|+13 43 42.137| 5.42|
|HIP 91494 |18 39 35.1848|-43 11 08.792| 5.42|
|HIP 3721  |00 47 46.0197|+74 50 51.315| 5.42|
|HIP 74941 |15 18 49.1468|-60 29 46.764| 5.43|
|HIP 108661|22 00 50.2151|-28 27 13.454| 5.43|
|HIP 112832|22 51 02.1457|-39 09 24.544| 5.43|
|HIP 92614 |18 52 16.4327|+21 25 30.599| 5.43|
|HIP 11029 |02 22 01.4406|-10 46 38.404| 5.43|
|HIP 12768 |02 44 05.1581|+44 17 49.397| 5.43|
|HIP 54477 |11 08 44.0477|-28 04 50.219| 5.43|
|HIP 47956 |09 46 20.4187|-76 46 33.533| 5.43|
|HIP 83962 |17 09 47.9179|-10 31 22.935| 5.43|
|HIP 76618 |15 38 49.5048|-52 22 21.431| 5.43|
|HIP 23983 |05 09 19.6043|+09 49 46.552| 5.43|
|HIP 43082 |08 46 30.5511|-45 54 45.059| 5.43|
|HIP 51585 |10 32 11.7984|+14 08 13.954| 5.43|
|HIP 91237 |18 36 39.0927|+06 40 19.762| 5.43|
|HIP 79387 |16 12 07.2893|-08 32 51.286| 5.43|
|HIP 9372  |02 00 26.7719|-08 31 25.774| 5.43|
|HIP 87728 |17 55 11.1378|+72 00 18.482| 5.43|
|HIP 117447|23 48 50.1749|+62 12 52.272| 5.43|
|HIP 78012 |15 55 47.5651|+37 56 48.348| 5.43|
|HIP 31121 |06 31 50.0675|-08 09 29.452| 5.43|
|HIP 62423 |12 47 34.3413|+66 47 25.137| 5.43|
|HIP 9326  |01 59 46.1883|-20 49 28.472| 5.43|
|HIP 113521|22 59 27.4025|+00 57 47.130| 5.43|
|HIP 112731|22 49 46.2286|+55 54 09.664| 5.43|
|HIP 109472|22 10 37.4646|-11 33 53.852| 5.43|
|HIP 78246 |15 58 34.8743|-24 49 53.147| 5.43|
|HIP 25769 |05 30 10.2097|+63 04 02.035| 5.43|
|HIP 43908 |08 56 41.8833|-85 39 47.644| 5.43|
|HIP 54173 |11 04 54.2095|-35 48 16.880| 5.43|
|HIP 115152|23 19 29.7879|+48 37 30.706| 5.44|
|HIP 34724 |07 11 23.6316|-00 18 06.860| 5.44|
|HIP 79963 |16 19 17.6404|-42 40 26.184| 5.44|
|HIP 24829 |05 19 22.1138|-50 36 23.472| 5.44|
|HIP 15547 |03 20 19.5804|+77 44 05.645| 5.44|
|HIP 17776 |03 48 20.8042|+23 25 16.909| 5.44|
|HIP 101243|20 31 18.8085|+49 13 13.344| 5.44|
|HIP 76397 |15 36 12.1365|-44 23 48.081| 5.44|
|HIP 90414 |18 26 54.0090|-48 07 01.591| 5.44|
|HIP 19483 |04 10 22.5198|-06 55 25.764| 5.44|
|HIP 32439 |06 46 14.4695|+79 33 58.601| 5.44|
|HIP 33184 |06 54 24.6570|-01 07 37.059| 5.44|
|HIP 26649 |05 39 49.8515|-32 37 44.901| 5.44|
|HIP 58379 |11 58 15.2472|-56 19 02.332| 5.44|
|HIP 99631 |20 13 13.8674|-01 00 33.358| 5.44|
|HIP 52737 |10 46 52.0649|-17 17 48.589| 5.44|
|HIP 38497 |07 53 03.5143|-36 21 49.586| 5.44|
|HIP 29736 |06 15 44.9662|+12 33 03.854| 5.44|
|HIP 13782 |02 57 23.7013|-23 51 43.476| 5.44|
|HIP 47204 |09 37 12.6762|-53 40 06.550| 5.44|
|HIP 24254 |05 12 22.4495|+73 56 48.280| 5.44|
|HIP 43851 |08 55 55.5561|+11 37 33.810| 5.44|
|HIP 4510  |00 57 50.1484|+28 59 32.048| 5.44|
|HIP 43932 |08 56 56.6343|+32 54 38.122| 5.44|
|HIP 113996|23 05 09.7149|-07 41 37.747| 5.44|
|HIP 64094 |13 08 07.1589|-65 18 21.663| 5.44|
|HIP 78893 |16 06 19.7321|+67 48 35.933| 5.44|
|HIP 87847 |17 56 47.7482|-04 04 54.487| 5.44|
|HIP 42286 |08 37 18.8466|-62 51 12.284| 5.45|
|HIP 4293  |00 55 00.2994|-69 31 37.124| 5.45|
|HIP 77902 |15 54 34.6639|+20 18 39.109| 5.45|
|HIP 60855 |12 28 22.4859|-39 02 28.097| 5.45|
|HIP 74305 |15 11 15.9843|-55 20 45.652| 5.45|
|HIP 19398 |04 09 17.8363|-16 23 09.158| 5.45|
|HIP 36616 |07 31 48.3709|+17 05 10.425| 5.45|
|HIP 2942  |00 37 21.2260|+35 23 58.236| 5.45|
|HIP 21735 |04 40 03.4183|+12 11 51.507| 5.45|
|HIP 3083  |00 39 09.8870|+49 21 16.543| 5.45|
|HIP 25993 |05 32 51.3769|-38 30 48.045| 5.45|
|HIP 18975 |04 03 56.5051|+08 11 49.925| 5.45|
|HIP 113357|22 57 27.8507|+20 46 07.263| 5.45|
|HIP 89507 |18 15 53.3935|-44 12 23.387| 5.45|
|HIP 111056|22 29 52.9682|+78 49 27.614| 5.45|
|HIP 41323 |08 25 51.9231|-42 09 11.175| 5.45|
|HIP 109789|22 14 18.7363|-27 46 00.884| 5.45|
|HIP 95503 |19 25 29.6715|-23 57 44.727| 5.45|
|HIP 33384 |06 56 34.4803|-79 25 12.681| 5.45|
|HIP 73624 |15 02 59.2904|-32 38 35.686| 5.45|
|HIP 14376 |03 05 26.6873|+25 15 18.717| 5.45|
|HIP 17489 |03 44 48.2021|+24 17 22.478| 5.45|
|HIP 96556 |19 37 47.2564|-04 38 51.035| 5.45|
|HIP 59394 |12 11 03.8811|-23 36 08.541| 5.45|
|HIP 79754 |16 16 43.2698|-53 48 39.988| 5.45|
|HIP 46594 |09 30 05.1280|-51 31 01.895| 5.45|
|HIP 42459 |08 39 23.8668|-53 26 23.369| 5.45|
|HIP 63031 |12 54 58.3478|-85 07 24.321| 5.45|
|HIP 19805 |04 14 48.5492|-62 11 31.378| 5.45|
|HIP 53273 |10 53 43.7609|-02 07 45.269| 5.45|
|HIP 33478 |06 57 33.9690|-24 37 51.801| 5.45|
|HIP 44405 |09 02 44.2670|+24 27 10.557| 5.45|
|HIP 108294|21 56 22.7883|-37 15 13.073| 5.45|
|HIP 104382|21 08 46.0141|-88 57 23.440| 5.45|
|HIP 12332 |02 38 48.9990|+21 57 41.202| 5.45|
|HIP 19009 |04 04 21.6737|+24 06 21.695| 5.46|
|HIP 24902 |05 20 14.6837|+41 05 10.821| 5.46|
|HIP 52595 |10 45 16.3751|-80 28 10.284| 5.46|
|HIP 63066 |12 55 19.4615|-42 54 56.525| 5.46|
|HIP 68940 |14 06 42.9065|-09 18 48.690| 5.46|
|HIP 62131 |12 44 00.5503|-28 19 25.900| 5.46|
|HIP 81305 |16 36 22.5659|-42 51 31.874| 5.46|
|HIP 28943 |06 06 32.1032|-23 06 38.795| 5.46|
|HIP 34912 |07 13 23.3934|+51 25 43.365| 5.46|
|HIP 46741 |09 31 36.3232|-73 04 51.307| 5.46|
|HIP 95865 |19 29 52.1724|-26 59 07.838| 5.46|
|HIP 92831 |18 54 52.1782|+41 36 09.821| 5.46|
|HIP 75647 |15 27 18.1448|-36 46 03.005| 5.46|
|HIP 79488 |16 13 15.4082|+05 01 15.956| 5.46|
|HIP 56290 |11 32 20.7570|+61 04 57.906| 5.46|
|HIP 21685 |04 39 19.6381|-14 21 31.994| 5.46|
|HIP 96536 |19 37 34.4767|-14 18 05.200| 5.46|
|HIP 25861 |05 31 14.5319|+03 17 31.686| 5.46|
|HIP 67304 |13 47 38.6698|-50 19 14.402| 5.46|
|HIP 75572 |15 26 17.4648|+34 20 09.059| 5.46|
|HIP 46358 |09 27 06.4981|-71 36 07.531| 5.46|
|HIP 27196 |05 45 54.0488|+49 49 34.618| 5.46|
|HIP 42637 |08 41 19.6015|-78 57 48.335| 5.46|
|HIP 56700 |11 37 34.0502|-47 44 50.559| 5.46|
|HIP 27566 |05 50 16.7993|-79 21 41.483| 5.46|
|HIP 94827 |19 17 43.6353|+23 01 31.977| 5.46|
|HIP 4288  |00 54 58.0199|+23 37 42.405| 5.46|
|HIP 20156 |04 19 13.1822|+50 02 55.815| 5.46|
|HIP 98194 |19 57 13.8625|+40 22 04.170| 5.46|
|HIP 82676 |16 54 01.8382|-41 48 22.979| 5.46|
|HIP 35180 |07 16 14.5804|-15 35 08.357| 5.46|
|HIP 92308 |18 48 50.4705|-43 40 47.989| 5.46|
|HIP 95073 |19 20 35.6832|-00 53 31.807| 5.46|
|HIP 66634 |13 39 30.5796|+52 55 15.857| 5.46|
|HIP 34624 |07 10 19.3266|-27 29 29.489| 5.46|
|HIP 25768 |05 30 09.4618|-47 04 38.403| 5.46|
|HIP 106787|21 37 45.3684|+19 19 06.869| 5.46|
|HIP 34440 |07 08 22.0424|+15 55 51.335| 5.47|
|HIP 60941 |12 29 27.0538|+24 06 32.115| 5.47|
|HIP 90923 |18 32 49.9488|+30 33 15.050| 5.47|
|HIP 60044 |12 18 50.0652|+75 09 37.981| 5.47|
|HIP 110936|22 28 39.1819|-39 07 53.044| 5.47|
|HIP 61071 |12 31 00.5681|+24 34 01.882| 5.47|
|HIP 106044|21 28 44.7873|-69 30 18.984| 5.47|
|HIP 90913 |18 32 43.3222|-14 51 56.355| 5.47|
|HIP 84720 |17 19 02.9543|-46 38 11.400| 5.47|
|HIP 65112 |13 20 37.8544|-52 44 52.026| 5.47|
|HIP 78400 |16 00 19.9789|-16 31 56.580| 5.47|
|HIP 102014|20 40 19.8125|-33 25 54.949| 5.47|
|HIP 72582 |14 50 29.8022|+37 16 18.534| 5.47|
|HIP 42080 |08 34 36.1873|+65 08 42.985| 5.47|
|HIP 44961 |09 09 35.5798|-08 47 15.470| 5.47|
|HIP 21039 |04 30 38.8267|+15 41 30.978| 5.47|
|HIP 110725|22 26 00.7829|+70 46 15.188| 5.47|
|HIP 43325 |08 49 39.1668|-40 19 12.562| 5.47|
|HIP 103145|20 53 53.9065|+33 26 16.111| 5.47|
|HIP 52004 |10 37 27.0763|-58 44 00.000| 5.47|
|HIP 13965 |02 59 49.7826|+47 13 14.299| 5.47|
|HIP 4104  |00 52 40.6009|-24 00 21.332| 5.47|
|HIP 90133 |18 23 36.4383|-75 02 39.572| 5.47|
|HIP 38639 |07 54 42.7386|+47 33 52.532| 5.47|
|HIP 27338 |05 47 26.1974|+17 43 44.950| 5.47|
|HIP 22871 |04 55 11.1397|-74 56 13.208| 5.47|
|HIP 20982 |04 30 00.5987|+83 20 24.473| 5.47|
|HIP 16470 |03 32 08.5809|+48 01 24.722| 5.47|
|HIP 53781 |11 00 14.6962|+45 31 34.569| 5.47|
|HIP 89290 |18 13 12.6997|-41 20 09.947| 5.47|
|HIP 22626 |04 52 05.1695|+63 30 20.340| 5.47|
|HIP 87747 |17 55 25.1861|+26 02 59.923| 5.47|
|HIP 68581 |14 02 22.8028|-27 25 47.147| 5.47|
|HIP 25695 |05 29 16.4928|+25 09 01.101| 5.47|
|HIP 89042 |18 10 26.2595|-62 00 09.964| 5.47|
|HIP 102497|20 46 20.0316|-39 11 57.081| 5.48|
|HIP 13265 |02 50 40.4039|-35 40 32.580| 5.48|
|HIP 61318 |12 33 46.7973|-09 27 07.480| 5.48|
|HIP 44613 |09 05 24.1065|+48 31 49.290| 5.48|
|HIP 56802 |11 38 39.9570|-13 12 08.098| 5.48|
|HIP 11249 |02 24 49.0447|+10 36 38.153| 5.48|
|HIP 79280 |16 10 49.5285|+75 52 39.111| 5.48|
|HIP 105767|21 25 16.9649|-03 33 23.680| 5.48|
|HIP 82960 |16 57 11.1720|-33 15 34.088| 5.48|
|HIP 105668|21 24 11.4385|-12 52 41.269| 5.48|
|HIP 18141 |03 52 41.6540|-05 21 40.470| 5.48|
|HIP 42712 |08 42 16.1975|-48 05 56.756| 5.48|
|HIP 80008 |16 19 55.2408|+39 42 30.926| 5.48|
|HIP 76957 |15 42 50.8232|+52 21 38.990| 5.48|
|HIP 38048 |07 47 56.7821|-12 11 34.414| 5.48|
|HIP 103094|20 53 18.5587|+45 10 54.060| 5.48|
|HIP 82402 |16 50 19.3507|+07 14 51.739| 5.48|
|HIP 72664 |14 51 26.5747|+59 17 37.149| 5.48|
|HIP 24679 |05 17 40.2463|-13 31 10.948| 5.48|
|HIP 30214 |06 21 24.7178|-11 46 23.677| 5.48|
|HIP 38593 |07 54 11.0113|-35 52 38.264| 5.48|
|HIP 73133 |14 56 46.1071|-11 24 35.020| 5.48|
|HIP 82135 |16 46 47.9715|-39 22 36.834| 5.48|
|HIP 61724 |12 39 07.3576|+21 03 45.291| 5.49|
|HIP 42715 |08 42 19.0150|-53 06 00.413| 5.49|
|HIP 8240  |01 46 05.9260|-50 48 58.367| 5.49|
|HIP 110078|22 17 50.6958|-77 30 41.717| 5.49|
|HIP 27517 |05 49 36.5549|-14 29 00.780| 5.49|
|HIP 15338 |03 17 47.3318|+44 01 30.295| 5.49|
|HIP 7213  |01 32 56.0521|-36 51 54.654| 5.49|
|HIP 45526 |09 16 41.3768|-08 44 41.134| 5.49|
|HIP 89369 |18 14 15.9102|-21 42 47.185| 5.49|
|HIP 14417 |03 06 07.9521|+79 25 06.637| 5.49|
|HIP 37901 |07 46 02.1615|-06 46 20.224| 5.49|
|HIP 46578 |09 29 54.5187|-26 35 22.622| 5.49|
|HIP 52689 |10 46 25.3528|+14 11 41.289| 5.49|
|HIP 91004 |18 33 53.4878|-24 01 56.155| 5.49|
|HIP 117375|23 47 56.4867|-02 45 41.800| 5.49|
|HIP 79672 |16 15 37.1334|-08 22 05.651| 5.49|
|HIP 93667 |19 04 25.0551|-31 02 49.317| 5.49|
|HIP 3607  |00 46 11.6293|-22 31 19.442| 5.49|
|HIP 97063 |19 43 33.4482|-15 28 10.759| 5.49|
|HIP 18434 |03 56 28.6881|+35 04 51.270| 5.49|
|HIP 50303 |10 16 14.4794|+29 18 38.015| 5.49|
|HIP 61136 |12 31 40.3449|-59 25 26.091| 5.49|
|HIP 29150 |06 08 57.8673|-22 25 38.221| 5.49|
|HIP 103401|20 56 54.0299|-09 41 51.060| 5.49|
|HIP 88836 |18 08 02.3073|+36 24 06.179| 5.49|
|HIP 22263 |04 47 36.2123|-16 56 05.522| 5.49|
|HIP 116611|23 37 56.7728|+18 24 02.247| 5.49|
|HIP 49005 |09 59 51.7199|+56 48 42.752| 5.50|
|HIP 1647  |00 20 39.0429|-69 37 29.682| 5.50|
|HIP 79199 |16 09 52.6072|-33 32 44.505| 5.50|
|HIP 15861 |03 24 18.4648|+24 43 27.076| 5.50|
|HIP 9570  |02 02 57.9669|+33 17 02.945| 5.50|
|HIP 25950 |05 32 14.1446|+17 03 29.356| 5.50|
|HIP 105913|21 27 01.6617|-42 32 52.676| 5.50|
|HIP 89065 |18 10 40.2888|+03 19 27.367| 5.50|
|HIP 23900 |05 08 06.6223|+24 15 54.676| 5.50|
|HIP 4852  |01 02 26.3777|-31 33 07.352| 5.50|
|HIP 6732  |01 26 41.6470|+19 14 26.033| 5.50|
|HIP 35564 |07 20 21.4576|-52 18 42.777| 5.50|
|HIP 20171 |04 19 26.0789|+21 08 32.678| 5.50|
|HIP 76106 |15 32 36.7130|-19 40 13.309| 5.50|
|HIP 97077 |19 43 42.9177|+25 46 18.741| 5.50|
|HIP 24450 |05 14 44.0523|+05 09 22.066| 5.50|
|HIP 22958 |04 56 24.1892|-05 10 16.862| 5.50|
|HIP 29064 |06 07 52.8676|-42 09 14.405| 5.50|
|HIP 66435 |13 37 11.0543|+71 14 32.159| 5.50|
|HIP 108543|21 59 17.8802|-38 23 42.336| 5.50|
|HIP 67172 |13 45 56.3307|-12 25 35.570| 5.50|
|HIP 76133 |15 32 57.9479|-01 11 10.677| 5.50|
|HIP 15643 |03 21 24.0255|-23 38 06.321| 5.50|
|HIP 51821 |10 35 12.8751|-39 33 45.348| 5.50|
|HIP 81141 |16 34 19.3694|-70 59 17.034| 5.50|
|HIP 81252 |16 35 44.7710|-65 29 43.185| 5.50|
|HIP 34000 |07 03 15.1094|-59 10 41.287| 5.50|
|HIP 52686 |10 46 24.4871|+18 53 29.838| 5.50|
|HIP 56497 |11 34 57.0045|-49 08 13.011| 5.50|
|HIP 100435|20 22 03.4295|+24 26 46.018| 5.50|
|HIP 115836|23 28 03.5667|-87 28 56.071| 5.50|
|HIP 4889  |01 02 49.0866|+31 48 15.612| 5.50|
|HIP 107235|21 43 06.4828|+41 09 17.999| 5.51|
|HIP 52221 |10 40 11.4636|-65 06 00.865| 5.51|
|HIP 98325 |19 58 37.9588|+30 59 01.218| 5.51|
|HIP 82480 |16 51 24.9387|+01 12 57.533| 5.51|
|HIP 84835 |17 20 21.1469|+46 14 26.450| 5.51|
|HIP 3675  |00 47 01.4264|+11 58 26.165| 5.51|
|HIP 103527|20 58 25.9630|+10 50 21.730| 5.51|
|HIP 15201 |03 15 57.3580|-77 23 18.978| 5.51|
|HIP 6748  |01 26 51.5564|-13 03 23.522| 5.51|
|HIP 73193 |14 57 33.2163|-00 10 03.173| 5.51|
|HIP 99518 |20 11 47.9736|+26 48 32.456| 5.51|
|HIP 92630 |18 52 27.2060|-46 35 42.430| 5.51|
|HIP 93225 |18 59 23.8025|-12 50 25.665| 5.51|
|HIP 97260 |19 46 01.2159|-31 54 30.739| 5.51|
|HIP 29941 |06 18 13.7317|-19 58 01.171| 5.51|
|HIP 2802  |00 35 41.1349|-48 00 02.377| 5.51|
|HIP 14131 |03 02 15.3973|-71 54 08.984| 5.51|
|HIP 52422 |10 43 01.9468|+26 19 32.510| 5.51|
|HIP 94437 |19 13 15.5159|-12 16 57.035| 5.51|
|HIP 99404 |20 10 33.5249|+26 54 14.894| 5.51|
|HIP 105259|21 19 15.6919|+58 37 24.636| 5.51|
|HIP 93340 |19 00 43.4671|+55 39 29.950| 5.51|
|HIP 10642 |02 16 58.9895|-06 25 18.683| 5.51|
|HIP 19388 |04 09 09.9006|+19 36 33.457| 5.51|
|HIP 87308 |17 50 22.8719|+29 19 19.296| 5.51|
|HIP 20860 |04 28 13.2954|+83 48 27.946| 5.51|
|HIP 92549 |18 51 35.0014|+52 58 28.275| 5.51|
|HIP 67250 |13 46 59.8748|+38 32 33.900| 5.51|
|HIP 98823 |20 04 08.3068|+07 16 40.563| 5.51|
|HIP 113532|22 59 35.7627|-29 27 44.365| 5.51|
|HIP 70915 |14 30 08.6601|-45 19 16.637| 5.51|
|HIP 23043 |04 57 22.3474|+17 09 13.344| 5.51|
|HIP 75049 |15 20 08.6380|+29 36 58.720| 5.51|
|HIP 111062|22 29 57.9485|+04 25 55.406| 5.51|
|HIP 59232 |12 08 54.5981|-41 13 53.704| 5.51|
|HIP 5346  |01 08 22.3439|+05 39 00.797| 5.51|
|HIP 47267 |09 38 01.4342|-43 11 27.129| 5.51|
|HIP 41451 |08 27 16.7876|-70 05 36.943| 5.51|
|HIP 54029 |11 03 14.9282|-11 18 11.553| 5.51|
|HIP 39566 |08 05 03.7067|-53 06 28.489| 5.52|
|HIP 25555 |05 27 45.6059|+15 52 26.774| 5.52|
|HIP 107835|21 50 47.2256|-69 37 45.856| 5.52|
|HIP 50935 |10 24 08.6144|+33 43 06.728| 5.52|
|HIP 50456 |10 18 07.6006|-28 59 31.296| 5.52|
|HIP 112381|22 45 40.8075|-46 32 50.280| 5.52|
|HIP 17738 |03 47 56.0230|-30 10 02.354| 5.52|
|HIP 110817|22 27 05.3113|+65 07 56.188| 5.52|
|HIP 31583 |06 36 35.3303|-05 12 39.990| 5.52|
|HIP 94789 |19 17 12.2200|-66 39 39.735| 5.52|
|HIP 109474|22 10 38.9022|+70 07 57.050| 5.52|
|HIP 41395 |08 26 42.0069|-12 32 04.344| 5.52|
|HIP 40282 |08 13 34.2266|-50 11 45.841| 5.52|
|HIP 54336 |11 06 54.4309|+01 57 20.641| 5.52|
|HIP 22854 |04 55 03.1418|+55 15 32.866| 5.52|
|HIP 28098 |05 56 20.9428|-31 22 56.838| 5.52|
